country,year,affected,continent,percent_affected,month
Benin,2023,3641603,Africa,50.904,9
Benin,2021,4243788,Africa,52.337,3
Benin,2020,4981671,Africa,53.919,9
Benin,2022,6066080,Africa,54.777,4
Benin,2023,7026113,Africa,54.406,10
Benin,2024,8078314,Africa,56.728,8
Bolivia,2020,2883315,Americas,40.414,9
Bolivia,2024,3211738,Americas,41.89,8
Bolivia,2021,3593918,Americas,43.428,6
Bolivia,2022,4040665,Americas,45.032,9
Bolivia,2023,4565872,Americas,46.714,3
Bolivia,2020,5079716,Americas,50.023,11
Bolivia,2024,5642224,Americas,53.859,5
Bolivia,2024,6156369,Americas,57.251,1
Bolivia,2021,6893451,Americas,59.957,5
Bolivia,2021,7693188,Americas,62.05,10
Bolivia,2022,8445134,Americas,63.883,11
Bolivia,2024,9119152,Americas,65.554,1
Bosnia and Herzegovina,2024,2791000,Europe,53.82,1
Bosnia and Herzegovina,2020,3076000,Europe,58.45,12
Bosnia and Herzegovina,2023,3349000,Europe,61.93,6
Bosnia and Herzegovina,2020,3585000,Europe,64.79,9
Bosnia and Herzegovina,2022,3819000,Europe,67.45,7
Bosnia and Herzegovina,2023,4086000,Europe,69.86,9
Bosnia and Herzegovina,2024,4172693,Europe,70.69,6
Bosnia and Herzegovina,2021,4338977,Europe,71.14,9
Bosnia and Herzegovina,2020,4256013,Europe,72.178,8
Bosnia and Herzegovina,2021,3607000,Europe,73.244,10
Bosnia and Herzegovina,2022,4165416,Europe,74.09,3
Bosnia and Herzegovina,2024,4552198,Europe,74.852,10
Botswana,2024,442308,Africa,47.622,10
Botswana,2020,474639,Africa,49.618,7
Botswana,2023,512764,Africa,51.52,5
Botswana,2023,553541,Africa,53.298,3
Botswana,2020,619351,Africa,56.024,8
Botswana,2023,781472,Africa,59.319,1
Botswana,2023,970347,Africa,61.484,1
Botswana,2020,1151184,Africa,63.622,1
Botswana,2023,1342614,Africa,62.745,6
Botswana,2024,1536536,Africa,52.556,1
Botswana,2022,1630347,Africa,46.634,8
Botswana,2023,1639131,Africa,50.728,7
Brazil,2022,56602560,Americas,50.917,2
Brazil,2021,65551171,Americas,53.285,7
Brazil,2021,76039390,Americas,55.665,2
Brazil,2021,88049823,Americas,57.632,2
Brazil,2020,100840058,Americas,59.504,12
Brazil,2020,114313951,Americas,61.489,8
Brazil,2023,128962939,Americas,63.336,10
Brazil,2022,142938076,Americas,65.205,6
Brazil,2024,155975974,Americas,67.057,8
Brazil,2023,168546719,Americas,69.388,4
Brazil,2024,179914212,Americas,71.006,12
Brazil,2022,190010647,Americas,72.39,4
Bulgaria,2021,7274900,Europe,59.6,7
Bulgaria,2023,7651254,Europe,66.61,3
Bulgaria,2022,8012946,Europe,69.51,11
Bulgaria,2020,8310226,Europe,70.42,3
Bulgaria,2024,8576200,Europe,70.9,7
Bulgaria,2020,8797022,Europe,70.81,6
Bulgaria,2020,8892098,Europe,71.08,6
Bulgaria,2024,8971958,Europe,71.34,7
Bulgaria,2020,8658506,Europe,71.19,5
Bulgaria,2022,8066057,Europe,70.32,12
Bulgaria,2022,7661799,Europe,72.14,12
Bulgaria,2021,7322858,Europe,73.005,10
Burkina Faso,2021,4469979,Africa,31.975,2
Burkina Faso,2024,4713416,Africa,34.906,7
Burkina Faso,2020,4919632,Africa,37.814,5
Burkina Faso,2021,5127935,Africa,40.697,8
Burkina Faso,2021,5433886,Africa,43.591,5
Burkina Faso,2024,5889574,Africa,46.137,6
Burkina Faso,2023,6634596,Africa,48.122,7
Burkina Faso,2020,7586551,Africa,49.557,10
Burkina Faso,2023,8878303,Africa,50.26,12
Burkina Faso,2024,10352843,Africa,50.324,3
Burkina Faso,2022,12251209,Africa,50.65,12
Burkina Faso,2021,14326203,Africa,52.295,2
Burundi,2022,2445618,Africa,39.031,12
Burundi,2024,2667518,Africa,40.533,12
Burundi,2021,2961915,Africa,42.045,6
Burundi,2021,3330989,Africa,43.548,1
Burundi,2024,3529983,Africa,44.057,2
Burundi,2024,3834415,Africa,45.91,9
Burundi,2024,4580410,Africa,47.471,8
Burundi,2023,5126023,Africa,48.211,10
Burundi,2023,5809236,Africa,44.736,3
Burundi,2023,6121610,Africa,45.326,3
Burundi,2022,7021078,Africa,47.36,4
Burundi,2021,8390505,Africa,49.58,12
Cambodia,2020,4693836,Asia,39.417,1
Cambodia,2023,5322536,Asia,41.366,7
Cambodia,2022,6083619,Asia,43.415,6
Cambodia,2021,6960067,Asia,45.415,5
Cambodia,2022,7450606,Asia,40.317,7
Cambodia,2020,6978607,Asia,31.22,12
Cambodia,2020,7272485,Asia,50.957,7
Cambodia,2021,8371791,Asia,53.914,2
Cambodia,2021,10150094,Asia,55.803,3
Cambodia,2023,11782962,Asia,56.534,4
Cambodia,2021,12926707,Asia,56.752,6
Cambodia,2021,14131858,Asia,59.723,2
Cameroon,2023,5009067,Africa,38.523,10
Cameroon,2024,5359923,Africa,40.428,6
Cameroon,2021,5793633,Africa,42.643,4
Cameroon,2024,6335506,Africa,44.799,9
Cameroon,2020,7021028,Africa,47.049,1
Cameroon,2022,7959865,Africa,49.355,6
Cameroon,2022,9250831,Africa,52.961,12
Cameroon,2020,10780667,Africa,54.985,5
Cameroon,2022,12467171,Africa,54.314,8
Cameroon,2022,14195809,Africa,52.199,2
Cameroon,2024,15929988,Africa,49.856,12
Cameroon,2020,17696293,Africa,50.43,9
Canada,2023,14785584,Americas,68.75,1
Canada,2023,17010154,Americas,69.96,4
Canada,2021,18985849,Americas,71.3,2
Canada,2024,20819767,Americas,72.13,4
Canada,2023,22284500,Americas,72.88,7
Canada,2024,23796400,Americas,74.21,9
Canada,2023,25201900,Americas,75.76,9
Canada,2023,26549700,Americas,76.86,4
Canada,2024,28523502,Americas,77.95,2
Canada,2021,30305843,Americas,78.61,11
Canada,2023,31902268,Americas,79.77,7
Canada,2021,33390141,Americas,80.653,9
Central African Republic,2023,1291695,Africa,35.463,4
Central African Republic,2021,1392284,Africa,37.464,6
Central African Republic,2021,1523478,Africa,39.475,5
Central African Republic,2022,1733638,Africa,41.478,1
Central African Republic,2024,1927260,Africa,43.457,9
Central African Republic,2021,2167533,Africa,46.775,4
Central African Republic,2022,2476971,Africa,48.295,2
Central African Republic,2021,2840009,Africa,50.485,9
Central African Republic,2022,3265124,Africa,49.396,5
Central African Republic,2024,3696513,Africa,46.066,6
Central African Republic,2024,4048013,Africa,43.308,7
Central African Republic,2022,4369038,Africa,44.741,4
Chad,2021,2682462,Africa,38.092,6
Chad,2024,2894855,Africa,39.881,1
Chad,2024,3150417,Africa,41.716,7
Chad,2022,3495967,Africa,43.601,11
Chad,2024,3899068,Africa,45.569,1
Chad,2020,4388260,Africa,47.383,12
Chad,2024,4875118,Africa,49.517,12
Chad,2021,5498955,Africa,51.051,7
Chad,2022,6429417,Africa,51.724,11
Chad,2022,7562011,Africa,51.573,1
Chad,2020,8835739,Africa,50.525,5
Chad,2023,10238807,Africa,50.651,11
Chile,2024,6377619,Americas,54.745,1
Chile,2023,7048426,Americas,56.074,5
Chile,2021,7961258,Americas,57.924,1
Chile,2022,8858908,Americas,60.523,10
Chile,2021,9717524,Americas,63.441,10
Chile,2022,10599793,Americas,67.052,8
Chile,2021,11487112,Americas,70.565,5
Chile,2023,12463354,Americas,72.492,3
Chile,2020,13572994,Americas,74.126,11
Chile,2023,14599929,Americas,75.816,1
Chile,2024,15497046,Americas,77.86,12
Chile,2020,16284741,Americas,78.553,10
China,2023,556263528,Asia,44,10
China,2022,637408000,Asia,50.54896,9
China,2024,665770000,Asia,44.50136,7
China,2020,754550000,Asia,58.38112,10
China,2022,862030000,Asia,63.11888,11
China,2024,943455000,Asia,63.96736,1
China,2023,1000281000,Asia,65.525,11
China,2022,1084035000,Asia,67.274,10
China,2022,1164970000,Asia,68.69,11
China,2023,1230075000,Asia,70.426,10
China,2024,1280400000,Asia,72.028,2
China,2021,1318683096,Asia,72.961,7
Colombia,2022,12350771,Americas,50.643,8
Colombia,2021,14485993,Americas,55.118,8
Colombia,2022,17009885,Americas,57.863,5
Colombia,2024,19764027,Americas,59.963,8
Colombia,2023,22542890,Americas,61.623,4
Colombia,2023,25094412,Americas,63.837,1
Colombia,2024,27764644,Americas,66.653,9
Colombia,2024,30964245,Americas,67.768,4
Colombia,2021,34202721,Americas,68.421,4
Colombia,2020,37657830,Americas,70.313,12
Colombia,2022,41008227,Americas,71.682,11
Colombia,2023,44227550,Americas,72.889,11
Comoros,2024,153936,Africa,40.715,8
Comoros,2020,170928,Africa,42.46,8
Comoros,2020,191689,Africa,44.467,6
Comoros,2020,217378,Africa,46.472,2
Comoros,2022,250027,Africa,48.944,5
Comoros,2022,304739,Africa,50.939,12
Comoros,2020,348643,Africa,52.933,5
Comoros,2021,395114,Africa,54.926,4
Comoros,2024,454429,Africa,57.939,6
Comoros,2024,527982,Africa,60.66,12
Comoros,2024,614382,Africa,62.974,12
Comoros,2022,710960,Africa,65.152,5
"Congo, Dem. Rep.",2021,14100005,Africa,39.143,11
"Congo, Dem. Rep.",2023,15577932,Africa,40.652,5
"Congo, Dem. Rep.",2023,17486434,Africa,42.122,8
"Congo, Dem. Rep.",2020,19941073,Africa,44.056,12
"Congo, Dem. Rep.",2024,23007669,Africa,45.989,5
"Congo, Dem. Rep.",2023,26480870,Africa,47.804,3
"Congo, Dem. Rep.",2021,30646495,Africa,47.784,8
"Congo, Dem. Rep.",2024,35481645,Africa,47.412,1
"Congo, Dem. Rep.",2020,41672143,Africa,45.548,7
"Congo, Dem. Rep.",2023,47798986,Africa,42.587,11
"Congo, Dem. Rep.",2021,55379852,Africa,44.966,9
"Congo, Dem. Rep.",2024,64606759,Africa,46.462,5
"Congo, Rep.",2023,854885,Africa,42.111,1
"Congo, Rep.",2020,940458,Africa,45.053,5
"Congo, Rep.",2021,1047924,Africa,48.435,3
"Congo, Rep.",2024,1179760,Africa,52.04,7
"Congo, Rep.",2023,1340458,Africa,54.907,12
"Congo, Rep.",2022,1536769,Africa,55.625,4
"Congo, Rep.",2024,1774735,Africa,56.695,1
"Congo, Rep.",2022,2064095,Africa,57.47,10
"Congo, Rep.",2021,2409073,Africa,56.433,11
"Congo, Rep.",2023,2800947,Africa,52.962,3
"Congo, Rep.",2021,3328795,Africa,52.97,4
"Congo, Rep.",2022,3800610,Africa,55.322,8
Costa Rica,2020,926317,Americas,57.206,2
Costa Rica,2021,1112300,Americas,60.026,2
Costa Rica,2023,1345187,Americas,62.842,11
Costa Rica,2023,1588717,Americas,65.424,11
Costa Rica,2020,1834796,Americas,67.849,4
Costa Rica,2024,2108457,Americas,70.75,7
Costa Rica,2020,2424367,Americas,73.45,4
Costa Rica,2024,2799811,Americas,74.752,12
Costa Rica,2024,3173216,Americas,75.713,7
Costa Rica,2020,3518107,Americas,77.26,6
Costa Rica,2022,3834934,Americas,78.123,2
Costa Rica,2024,4133884,Americas,78.782,10
Cote d'Ivoire,2020,2977019,Africa,40.477,5
Cote d'Ivoire,2024,3300000,Africa,42.469,7
Cote d'Ivoire,2021,3832408,Africa,44.93,10
Cote d'Ivoire,2024,4744870,Africa,47.35,9
Cote d'Ivoire,2021,6071696,Africa,49.801,1
Cote d'Ivoire,2024,7459574,Africa,52.374,10
Cote d'Ivoire,2024,9025951,Africa,53.983,10
Cote d'Ivoire,2023,10761098,Africa,54.655,7
Cote d'Ivoire,2020,12772596,Africa,52.044,2
Cote d'Ivoire,2020,14625967,Africa,47.991,6
Cote d'Ivoire,2022,16252726,Africa,46.832,7
Cote d'Ivoire,2024,18013409,Africa,48.328,1
Croatia,2020,3882229,Europe,61.21,9
Croatia,2023,3991242,Europe,64.77,8
Croatia,2021,4076557,Europe,67.13,9
Croatia,2020,4174366,Europe,68.5,3
Croatia,2023,4225310,Europe,69.61,3
Croatia,2020,4318673,Europe,70.64,11
Croatia,2023,4413368,Europe,70.46,11
Croatia,2023,4484310,Europe,71.52,2
Croatia,2024,4494013,Europe,72.527,6
Croatia,2024,4444595,Europe,73.68,1
Croatia,2023,4481020,Europe,74.876,12
Croatia,2020,4493312,Europe,75.748,11
Cuba,2022,6007797,Americas,59.421,10
Cuba,2023,6640752,Americas,62.325,3
Cuba,2021,7254373,Americas,65.246,1
Cuba,2021,8139332,Americas,68.29,11
Cuba,2020,8831348,Americas,70.723,1
Cuba,2022,9537988,Americas,72.649,3
Cuba,2021,9789224,Americas,73.717,9
Cuba,2022,10239839,Americas,74.174,4
Cuba,2022,10723260,Americas,74.414,10
Cuba,2021,10983007,Americas,76.151,8
Cuba,2023,11226999,Americas,77.158,9
Cuba,2024,11416987,Americas,78.273,5
Czech Republic,2022,9125183,Europe,66.87,10
Czech Republic,2020,9513758,Europe,69.03,11
Czech Republic,2020,9620282,Europe,69.9,4
Czech Republic,2020,9835109,Europe,70.38,6
Czech Republic,2022,9862158,Europe,70.29,8
Czech Republic,2021,10161915,Europe,70.71,11
Czech Republic,2023,10303704,Europe,70.96,2
Czech Republic,2021,10311597,Europe,71.58,7
Czech Republic,2023,10315702,Europe,72.4,1
Czech Republic,2020,10300707,Europe,74.01,2
Czech Republic,2024,10256295,Europe,75.51,6
Czech Republic,2021,10228744,Europe,76.486,5
Denmark,2022,4334000,Europe,70.78,9
Denmark,2021,4487831,Europe,71.81,3
Denmark,2023,4646899,Europe,72.35,10
Denmark,2022,4838800,Europe,72.96,4
Denmark,2020,4991596,Europe,73.47,7
Denmark,2020,5088419,Europe,74.69,2
Denmark,2020,5117810,Europe,74.63,1
Denmark,2021,5127024,Europe,74.8,9
Denmark,2023,5171393,Europe,75.33,3
Denmark,2024,5283663,Europe,76.11,3
Denmark,2021,5374693,Europe,77.18,7
Denmark,2020,5468120,Europe,78.332,3
Djibouti,2022,63149,Africa,34.812,10
Djibouti,2020,71851,Africa,37.328,8
Djibouti,2022,89898,Africa,39.693,1
Djibouti,2023,127617,Africa,42.074,8
Djibouti,2024,178848,Africa,44.366,8
Djibouti,2024,228694,Africa,46.519,2
Djibouti,2021,305991,Africa,48.812,1
Djibouti,2020,311025,Africa,50.04,6
Djibouti,2024,384156,Africa,51.604,10
Djibouti,2022,417908,Africa,53.157,8
Djibouti,2024,447416,Africa,53.373,5
Djibouti,2024,496374,Africa,54.791,12
Dominican Republic,2024,2491346,Americas,45.928,1
Dominican Republic,2022,2923186,Americas,49.828,7
Dominican Republic,2021,3453434,Americas,53.459,5
Dominican Republic,2022,4049146,Americas,56.751,5
Dominican Republic,2024,4671329,Americas,59.631,4
Dominican Republic,2022,5302800,Americas,61.788,6
Dominican Republic,2023,5968349,Americas,63.727,9
Dominican Republic,2022,6655297,Americas,66.046,12
Dominican Republic,2023,7351181,Americas,68.457,6
Dominican Republic,2023,7992357,Americas,69.957,9
Dominican Republic,2024,8650322,Americas,70.847,12
Dominican Republic,2024,9319622,Americas,72.235,7
Ecuador,2024,3548753,Americas,48.357,7
Ecuador,2020,4058385,Americas,51.356,7
Ecuador,2022,4681707,Americas,54.64,8
Ecuador,2024,5432424,Americas,56.678,10
Ecuador,2021,6298651,Americas,58.796,6
Ecuador,2022,7278866,Americas,61.31,12
Ecuador,2023,8365850,Americas,64.342,7
Ecuador,2024,9545158,Americas,67.231,7
Ecuador,2021,10748394,Americas,69.613,7
Ecuador,2020,11911819,Americas,72.312,5
Ecuador,2022,12921234,Americas,74.173,1
Ecuador,2024,13755680,Americas,74.994,1
Egypt,2020,22223309,Africa,41.893,8
Egypt,2023,25009741,Africa,44.444,11
Egypt,2022,28173309,Africa,46.992,4
Egypt,2020,31681188,Africa,49.293,12
Egypt,2022,34807417,Africa,51.137,1
Egypt,2024,38783863,Africa,53.319,10
Egypt,2021,45681811,Africa,56.006,7
Egypt,2022,52799062,Africa,59.797,6
Egypt,2021,59402198,Africa,63.674,8
Egypt,2020,66134291,Africa,67.217,8
Egypt,2023,73312559,Africa,69.806,9
Egypt,2024,80264543,Africa,71.338,1
El Salvador,2020,2042865,Americas,45.262,8
El Salvador,2020,2355805,Americas,48.57,5
El Salvador,2020,2747687,Americas,52.307,11
El Salvador,2024,3232927,Americas,55.855,8
El Salvador,2021,3790903,Americas,58.207,11
El Salvador,2023,4282586,Americas,56.696,8
El Salvador,2024,4474873,Americas,56.604,6
El Salvador,2020,4842194,Americas,63.154,10
El Salvador,2022,5274649,Americas,66.798,11
El Salvador,2023,5783439,Americas,69.535,9
El Salvador,2022,6353681,Americas,70.734,12
El Salvador,2020,6939688,Americas,71.878,8
Equatorial Guinea,2021,216964,Africa,34.482,12
Equatorial Guinea,2024,232922,Africa,35.983,6
Equatorial Guinea,2020,249220,Africa,37.485,3
Equatorial Guinea,2020,259864,Africa,38.987,6
Equatorial Guinea,2024,277603,Africa,40.516,2
Equatorial Guinea,2024,192675,Africa,42.024,10
Equatorial Guinea,2020,285483,Africa,43.662,7
Equatorial Guinea,2022,341244,Africa,45.664,1
Equatorial Guinea,2023,387838,Africa,47.545,6
Equatorial Guinea,2020,439971,Africa,48.245,7
Equatorial Guinea,2021,495627,Africa,49.348,1
Equatorial Guinea,2021,551201,Africa,51.579,10
Eritrea,2020,1438760,Africa,35.928,12
Eritrea,2021,1542611,Africa,38.047,4
Eritrea,2021,1666618,Africa,40.158,4
Eritrea,2022,1820319,Africa,42.189,9
Eritrea,2023,2260187,Africa,44.142,8
Eritrea,2020,2512642,Africa,44.535,9
Eritrea,2020,2637297,Africa,43.89,1
Eritrea,2024,2915959,Africa,46.453,10
Eritrea,2021,3668440,Africa,49.991,9
Eritrea,2022,4058319,Africa,53.378,10
Eritrea,2022,4414865,Africa,55.24,5
Eritrea,2023,4906585,Africa,58.04,2
Ethiopia,2020,20860941,Africa,34.078,8
Ethiopia,2022,22815614,Africa,36.667,7
Ethiopia,2024,25145372,Africa,40.059,4
Ethiopia,2023,27860297,Africa,42.115,8
Ethiopia,2024,30770372,Africa,43.515,3
Ethiopia,2023,34617799,Africa,44.51,3
Ethiopia,2023,38111756,Africa,44.916,4
Ethiopia,2024,42999530,Africa,46.684,11
Ethiopia,2023,52088559,Africa,48.091,2
Ethiopia,2024,59861301,Africa,49.402,5
Ethiopia,2021,67946797,Africa,50.725,11
Ethiopia,2024,76511887,Africa,52.947,7
Finland,2022,4090500,Europe,66.55,2
Finland,2024,4324000,Europe,67.49,1
Finland,2021,4491443,Europe,68.75,12
Finland,2021,4605744,Europe,69.83,10
Finland,2021,4639657,Europe,70.87,10
Finland,2022,4738902,Europe,72.52,11
Finland,2023,4826933,Europe,74.55,4
Finland,2024,4931729,Europe,74.83,1
Finland,2022,5041039,Europe,75.7,9
Finland,2022,5134406,Europe,77.13,1
Finland,2022,5193039,Europe,78.37,8
Finland,2021,5238460,Europe,79.313,10
France,2021,42459667,Europe,67.41,3
France,2024,44310863,Europe,68.93,1
France,2024,47124000,Europe,70.51,12
France,2024,49569000,Europe,71.55,2
France,2023,51732000,Europe,72.38,12
France,2024,53165019,Europe,73.83,3
France,2022,54433565,Europe,74.89,1
France,2022,55630100,Europe,76.34,3
France,2020,57374179,Europe,77.46,1
France,2024,58623428,Europe,78.64,1
France,2020,59925035,Europe,79.59,5
France,2023,61083916,Europe,80.657,10
Gabon,2021,420702,Africa,37.003,2
Gabon,2024,434904,Africa,38.999,3
Gabon,2021,455661,Africa,40.489,2
Gabon,2021,489004,Africa,44.598,1
Gabon,2024,537977,Africa,48.69,1
Gabon,2022,706367,Africa,52.79,5
Gabon,2024,753874,Africa,56.564,12
Gabon,2022,880397,Africa,60.19,11
Gabon,2021,985739,Africa,61.366,5
Gabon,2021,1126189,Africa,60.461,9
Gabon,2021,1299304,Africa,56.761,2
Gabon,2021,1454867,Africa,56.735,10
Gambia,2022,284320,Africa,30,8
Gambia,2024,323150,Africa,32.065,6
Gambia,2021,374020,Africa,33.896,10
Gambia,2020,439593,Africa,35.857,4
Gambia,2021,517101,Africa,38.308,11
Gambia,2021,608274,Africa,41.842,9
Gambia,2023,715523,Africa,45.58,10
Gambia,2024,848406,Africa,49.265,3
Gambia,2024,1025384,Africa,52.644,1
Gambia,2024,1235767,Africa,55.861,5
Gambia,2020,1457766,Africa,58.041,7
Gambia,2022,1688359,Africa,59.448,8
Germany,2021,69145952,Europe,67.5,6
Germany,2024,71019069,Europe,69.1,8
Germany,2020,73739117,Europe,70.3,2
Germany,2021,76368453,Europe,70.8,1
Germany,2024,78717088,Europe,71,10
Germany,2023,78160773,Europe,72.5,7
Germany,2023,78335266,Europe,73.8,6
Germany,2023,77718298,Europe,74.847,6
Germany,2024,80597764,Europe,76.07,9
Germany,2020,82011073,Europe,77.34,5
Germany,2024,82350671,Europe,78.67,9
Germany,2023,82400996,Europe,79.406,4
Ghana,2022,5581001,Africa,43.149,11
Ghana,2020,6391288,Africa,44.779,2
Ghana,2023,7355248,Africa,46.452,3
Ghana,2023,8490213,Africa,48.072,7
Ghana,2022,9354120,Africa,49.875,3
Ghana,2024,10538093,Africa,51.756,8
Ghana,2024,11400338,Africa,53.744,11
Ghana,2024,14168101,Africa,55.729,10
Ghana,2023,16278738,Africa,57.501,3
Ghana,2020,18418288,Africa,58.556,10
Ghana,2020,20550751,Africa,58.453,7
Ghana,2024,22873338,Africa,60.022,9
Greece,2022,7733250,Europe,65.86,1
Greece,2021,8096218,Europe,67.86,6
Greece,2021,8448233,Europe,69.51,5
Greece,2022,8716441,Europe,71,3
Greece,2024,8888628,Europe,72.34,2
Greece,2024,9308479,Europe,73.68,4
Greece,2024,9786480,Europe,75.24,5
Greece,2023,9974490,Europe,76.67,3
Greece,2023,10325429,Europe,77.03,5
Greece,2023,10502372,Europe,77.869,6
Greece,2020,10603863,Europe,78.256,12
Greece,2020,10706290,Europe,79.483,3
Guatemala,2022,3146381,Americas,42.023,2
Guatemala,2024,3640876,Americas,44.142,4
Guatemala,2023,4208858,Americas,46.954,1
Guatemala,2022,4690773,Americas,50.016,10
Guatemala,2022,5149581,Americas,53.738,7
Guatemala,2022,5703430,Americas,56.029,6
Guatemala,2020,6395630,Americas,58.137,8
Guatemala,2023,7326406,Americas,60.782,6
Guatemala,2021,8486949,Americas,63.373,1
Guatemala,2023,9803875,Americas,66.322,2
Guatemala,2023,11178650,Americas,68.978,11
Guatemala,2022,12572928,Americas,70.259,6
Guinea,2024,2664249,Africa,33.609,3
